@relation test

@attribute RAIN numeric
@attribute T.MAX numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute WIND numeric

@data
-0.467758,-0.201831,-0.457917,-0.080666,15.71
-0.467758,-1.770563,-1.436808,-1.318175,8.87
1.194681,-0.932473,-2.370169,-2.038515,7.83
-0.29407,-1.168858,-2.347404,0.000603,9.87
-0.418133,-1.426731,-0.457917,-0.505483,8.21
-0.467758,-1.92099,-1.02704,-0.819477,3.21
-0.343695,-1.340773,-1.277454,-0.560893,6.29
-0.467758,-1.276305,-1.049805,-0.523953,10.21
-0.39332,-1.340773,-0.731096,-0.616304,14.37
-0.467758,-1.362263,-0.253033,0.048626,15.04
0.599181,-1.534179,-0.412388,-0.006785,10.34
-0.467758,-1.663116,-1.209159,-0.727126,10.17
-0.467758,-1.792053,-2.074225,-1.558288,10.79
4.172185,-2.071416,-2.05146,-1.539818,8.71
0.226993,-1.963969,-1.664457,-0.911829,10.37
-0.021133,-1.168858,-2.279109,-1.964634,6.96
-0.145195,-0.846515,-2.23358,0.000603,17.88
0.375868,-1.663116,-0.321328,0.214858,20.3
-0.39332,-1.534179,-1.095335,-0.579364,19.83
-0.467758,0.000171,-0.000343,-0.911829,10.25
-0.318883,0.000171,-0.000343,-1.521348,7.79
-0.467758,0.000171,-0.000343,-1.355115,8.63
-0.467758,0.000171,-0.000343,-1.927694,7.71
-0.467758,0.000171,-0.000343,-2.426391,7.62
-0.418133,0.000171,-0.000343,0.085566,14.79
0.251805,0.000171,-0.000343,1.04602,13.17
-0.120383,0.000171,-0.000343,-0.025255,13.21
0.921744,0.000171,-0.000343,-0.413131,21.84
-0.39332,0.000171,-0.000343,0.713555,19.62
-0.39332,0.000171,-0.000343,0.454972,18.12
0.549556,0.000171,-0.000343,-0.413131,17.21
0.499931,0.000171,-0.000343,-0.634774,23.45
0.40068,0.000171,-0.000343,-0.708656,20.12
0.896931,0.000171,-0.000343,-0.634774,17.08
0.698431,0.000171,-0.000343,-0.505483,18.84
2.931558,0.000171,-0.000343,-0.30231,28.5
-0.467758,0.000171,-0.000343,-0.394661,16.96
7.571501,0.000171,-0.000343,-1.299704,10.63
0.053305,0.000171,-0.000343,-0.413131,20.12
0.40068,0.000171,-0.000343,-1.632169,10.63
-0.467758,0.000171,-0.000343,-1.133472,11.34
-0.219633,0.000171,-0.000343,-0.708656,9.92
-0.418133,0.000171,-0.000343,-0.708656,5.58
-0.467758,0.000171,-0.000343,-0.560893,5.5
0.574368,0.000171,-0.000343,-0.431601,8.87
0.748056,0.000171,-0.000343,-0.616304,9.33
0.351055,0.000171,-0.000343,-0.764066,10.29
-0.467758,0.000171,-0.000343,-0.616304,13.29
-0.467758,0.000171,-0.000343,-0.597834,15.09
-0.467758,0.000171,-0.000343,-0.505483,13.88
-0.467758,0.000171,-0.000343,-1.835342,8.63
-0.467758,0.000171,-0.000343,-0.98571,8.83
-0.467758,0.000171,-0.000343,-2.204748,4.21
-0.467758,0.000171,-0.000343,-0.690185,3.63
-0.467758,0.000171,-0.000343,-1.650639,5.66
-0.467758,0.000171,-0.000343,-0.413131,4.79
-0.467758,0.000171,-0.000343,-0.025255,9.38
-0.467758,0.000171,-0.000343,-1.096531,4.79
-0.39332,0.000171,-0.000343,-0.043726,6
-0.467758,0.000171,-0.000343,-0.505483,7.29
-0.467758,0.000171,-0.000343,-0.283839,12.87
-0.244445,0.000171,-0.000343,0.418031,21.04
-0.467758,0.000171,-0.000343,-0.468542,18.63
-0.467758,0.000171,-0.000343,-1.336645,9.29
-0.467758,0.000171,-0.000343,-0.265369,8.33
-0.467758,0.000171,-0.000343,-0.542423,5.88
-0.467758,0.000171,-0.000343,0.381091,9.42
-0.467758,0.000171,-0.000343,-1.336645,4.25
-0.467758,0.000171,-0.000343,0.34415,13.46
-0.19482,0.000171,-0.000343,0.085566,15.92
-0.368508,0.000171,-0.000343,-0.35772,11.83
-0.442946,0.000171,-0.000343,-0.191488,10
-0.09557,0.000171,-0.000343,-0.025255,7.41
-0.219633,0.000171,-0.000343,-0.597834,12.42
-0.467758,0.000171,-0.000343,-1.927694,4.79
-0.368508,0.000171,-0.000343,-1.576758,10.83
-0.442946,0.000171,-0.000343,-0.727126,8.46
-0.19482,0.000171,-0.000343,-1.521348,11
0.30143,0.000171,-0.000343,-1.521348,17.33
-0.368508,0.000171,-0.000343,-2.130867,8.79
1.095431,0.000171,-0.000343,-1.521348,14.83
-0.467758,0.000171,-0.000343,-0.560893,22.46
-0.467758,0.000171,-0.000343,-1.133472,11.54
-0.467758,0.000171,-0.000343,-1.927694,8.46
-0.467758,0.000171,-0.000343,-1.798402,10.63
-0.467758,0.000171,-0.000343,-1.521348,8.46
-0.467758,0.000171,-0.000343,-2.001575,9.33
-0.467758,0.000171,-0.000343,-0.376191,18.34
-0.368508,0.000171,-0.000343,-0.967239,12.42
-0.318883,0.000171,-0.000343,0.307209,13.17
-0.467758,0.000171,-0.000343,-0.560893,8.58
-0.467758,0.000171,-0.000343,0.140977,9.21
0.127743,0.000171,-0.000343,0.381091,15.92
-0.145195,0.000171,-0.000343,0.307209,20.3
-0.318883,0.000171,-0.000343,-0.117607,6.63
-0.29407,0.000171,-0.000343,-0.634774,12.96
0.326243,0.000171,-0.000343,-0.801007,7.12
1.169869,0.000171,-0.000343,-0.080666,12.58
0.772868,0.000171,-0.000343,0.233328,12.08
0.648806,0.000171,-0.000343,0.196388,8.38
-0.219633,0.000171,-0.000343,0.621204,10.5
0.20218,0.000171,-0.000343,-0.099137,14.04
1.219494,0.000171,-0.000343,-0.505483,17.12
-0.318883,0.000171,-0.000343,-0.025255,14.04
-0.467758,0.000171,-0.000343,1.02755,16.66
-0.467758,0.000171,-0.000343,-0.708656,7.41
-0.467758,0.000171,-0.000343,-1.465937,5.71
-0.467758,0.000171,-0.000343,-1.096531,10.83
-0.467758,0.000171,-0.000343,-0.597834,10.67
-0.467758,-0.481194,-0.070914,-0.911829,8.67
-0.467758,0.722217,-1.049805,-1.096531,8.12
-0.467758,0.356896,-1.459573,-1.299704,8.71
-0.219633,0.099022,0.1795,0.307209,11.34
-0.120383,-0.567152,-0.002619,-0.006785,4.88
-0.219633,-0.352257,-1.322984,-1.115002,9.17
-0.418133,-0.330767,-1.02704,-0.911829,8.08
-0.318883,0.120512,0.13397,0.34415,9.92
2.06312,0.120512,-0.799391,-0.819477,12.17
-0.244445,-0.24481,0.04291,0.750496,18
0.499931,-0.846515,-0.617272,-0.191488,19.55
-0.318883,-0.266299,-0.457917,-0.154547,18.66
0.599181,-0.094383,-0.685566,-0.523953,10.37
-0.145195,0.270938,0.22503,0.732026,12.46
-0.442946,0.227959,0.953507,1.286134,15.34
-0.269258,0.227959,0.293324,0.473442,16.21
-0.219633,0.120512,0.839682,1.304604,27.08
-0.269258,-0.22332,-0.571742,-0.394661,21.87
-0.442946,-0.352257,-1.300219,-0.653245,20.38
-0.467758,-0.953963,-1.07257,-0.856418,8.04
-0.467758,-0.696089,-1.846576,-1.632169,7.5
0.028493,-0.266299,-0.685566,-1.04112,4.79
-0.418133,-0.115873,-0.548977,-0.173018,8.67
0.822493,0.000171,-0.731096,-0.874888,8.08
-0.39332,0.000171,-0.000343,0.000603,10.88
0.226993,-0.22332,-0.230268,-0.099137,21.5
0.20218,-0.330767,-0.230268,0.011685,12.21
-0.39332,-0.65311,-0.230268,0.34415,8.33
-0.467758,-0.567152,-0.048149,0.122507,6.92
-0.467758,-0.24481,0.1795,0.104036,10.25
-0.170008,0.000171,-0.000343,0.861318,12.12
-0.120383,0.000171,-0.000343,0.935199,14
0.276618,0.000171,-0.000343,-0.117607,7.46
0.425493,0.000171,-0.000343,0.36262,11
-0.170008,0.000171,-0.000343,0.713555,15.25
0.648806,0.000171,-0.000343,-0.708656,7.08
-0.120383,0.000171,-0.000343,0.805907,11.58
1.120244,0.000171,-0.000343,1.02755,17.46
-0.467758,0.000171,-0.000343,0.528853,15.25
-0.467758,0.000171,-0.000343,-0.006785,4.79
-0.467758,0.000171,-0.000343,1.360015,3.79
-0.467758,0.000171,-0.000343,0.639674,8.46
-0.467758,0.000171,-0.000343,0.436501,7.41
-0.467758,0.000171,-0.000343,0.251799,3.37
-0.021133,0.000171,-0.000343,0.251799,3.25
-0.219633,0.000171,-0.000343,1.02755,5.88
2.211995,0.000171,-0.000343,1.119902,6.83
-0.418133,0.000171,-0.000343,-0.30231,9.87
-0.467758,0.000171,-0.000343,-1.428996,4.08
1.070619,0.000171,-0.000343,-1.115002,7.17
0.549556,0.000171,-0.000343,0.916728,12.62
-0.045945,0.000171,-0.000343,1.101431,10.21
-0.318883,0.000171,-0.000343,0.842847,12.83
0.723243,0.000171,-0.000343,0.621204,8.96
-0.467758,0.000171,-0.000343,0.658145,7.87
-0.442946,0.000171,-0.000343,0.898258,9.54
-0.467758,0.000171,-0.000343,0.270269,12.38
-0.467758,0.000171,-0.000343,0.935199,9.13
-0.467758,0.000171,-0.000343,0.307209,8.5
-0.467758,0.000171,-0.000343,-0.801007,9.17
-0.467758,0.000171,-0.000343,0.898258,7.33
-0.467758,0.20647,0.316089,0.418031,4.17
-0.467758,0.571791,-0.958745,-0.708656,1.83
-0.467758,1.173497,-0.366858,0.177918,3.79
3.899247,0.808175,0.08844,0.122507,6.5
-0.09557,0.442854,0.953507,1.341545,3.46
-0.145195,0.378386,0.452679,0.547323,4.58
-0.467758,0.765196,0.270559,0.307209,2.5
-0.39332,1.130518,-0.025384,0.000603,4.42
-0.467758,1.216476,0.999036,1.323075,3.54
-0.145195,1.345413,0.08844,0.214858,4.42
0.772868,1.04456,1.29498,1.655539,6.29
-0.418133,1.560308,1.181156,1.230723,5.46
-0.467758,1.066049,0.839682,0.750496,8.5
1.666119,1.689244,0.589268,0.639674,7.17
-0.418133,1.560308,1.477099,1.747891,15.67
0.351055,1.173497,1.090096,1.230723,11.17
0.896931,1.216476,0.680328,0.732026,13.42
-0.368508,1.087539,1.090096,1.637069,24.21
-0.39332,1.259455,0.976271,1.02755,13.83
2.013495,1.624776,1.29498,1.655539,13.46
3.601497,1.45286,0.953507,0.000603,5.17
0.078118,1.216476,0.862447,1.360015,10.92
-0.120383,1.216476,1.363275,1.470837,21.04
-0.170008,0.980091,1.067331,1.230723,16.92
-0.219633,1.066049,1.750278,1.969534,15.12
-0.19482,0.958602,0.794152,0.824377,17
-0.467758,0.808175,0.589268,0.307209,8.83
-0.442946,1.366902,0.680328,0.732026,11.63
-0.418133,1.388392,1.681983,2.024945,4.12
-0.467758,1.237965,1.681983,1.729421,8.5
-0.467758,0.000171,-0.000343,0.436501,8.54
-0.467758,0.000171,-0.000343,1.452366,10.17
-0.467758,0.000171,-0.000343,0.233328,9.38
-0.467758,0.000171,-0.000343,-0.191488,7.79
-0.39332,0.000171,-0.000343,1.00908,9.92
0.00368,0.000171,-0.000343,1.747891,4.88
-0.467758,0.000171,-0.000343,0.418031,7.75
-0.29407,0.000171,-0.000343,0.436501,9.42
-0.39332,0.000171,-0.000343,0.288739,7.04
-0.368508,0.000171,-0.000343,1.304604,8.04
-0.418133,0.000171,-0.000343,1.489307,10.08
1.566869,0.000171,-0.000343,0.196388,5.71
1.045806,0.000171,-0.000343,1.766361,4.5
-0.418133,0.000171,-0.000343,1.858712,5.96
-0.467758,0.000171,-0.000343,1.729421,8.04
-0.467758,0.000171,-0.000343,0.270269,5.41
-0.467758,0.000171,-0.000343,0.565793,4.88
4.02331,0.000171,-0.000343,0.916728,10.46
-0.467758,0.000171,-0.000343,1.581658,8.83
-0.070758,0.000171,-0.000343,0.916728,4.79
1.889432,0.000171,-0.000343,1.433896,7.21
2.633808,0.000171,-0.000343,0.713555,4.79
0.549556,0.000171,-0.000343,0.898258,6.96
1.641307,0.000171,-0.000343,1.563188,10.96
-0.442946,0.000171,-0.000343,1.858712,7.79
-0.467758,0.000171,-0.000343,1.04602,10.67
0.10293,0.000171,-0.000343,1.544718,12.96
0.797681,0.000171,-0.000343,1.858712,14.09
-0.418133,0.000171,-0.000343,1.766361,18.71
-0.442946,0.000171,-0.000343,1.230723,5.33
-0.244445,0.000171,-0.000343,0.011685,13.29
1.070619,0.000171,-0.000343,0.510382,9.92
1.194681,0.000171,-0.000343,1.452366,7.71
3.427809,0.000171,-0.000343,0.528853,5.63
-0.418133,0.000171,-0.000343,1.803302,11.92
-0.467758,0.000171,-0.000343,1.470837,17.54
0.226993,0.000171,-0.000343,0.916728,12.33
-0.418133,0.000171,-0.000343,0.602734,8.63
-0.467758,0.000171,-0.000343,0.602734,3.58
-0.418133,0.000171,-0.000343,0.621204,6.54
-0.467758,0.000171,-0.000343,1.470837,9.75
-0.467758,0.000171,-0.000343,1.784831,11.08
-0.467758,0.000171,-0.000343,2.154237,11.17
-0.467758,0.000171,-0.000343,2.209648,6.5
-0.418133,0.000171,-0.000343,1.840242,7.12
-0.467758,0.000171,-0.000343,1.637069,7.21
-0.467758,0.000171,-0.000343,0.750496,4.21
-0.467758,0.000171,-0.000343,1.341545,7.87
-0.467758,0.000171,-0.000343,1.858712,12.67
-0.120383,0.000171,-0.000343,1.156842,10.96
0.673618,0.000171,-0.000343,0.621204,14.17
0.078118,0.000171,-0.000343,1.526248,14.88
-0.269258,0.000171,-0.000343,1.119902,16.83
-0.343695,0.000171,-0.000343,1.433896,11.87
0.698431,0.000171,-0.000343,1.544718,16.42
-0.368508,0.000171,-0.000343,0.842847,15.71
-0.318883,0.000171,-0.000343,1.396956,7.79
-0.145195,0.000171,-0.000343,-0.136077,8.58
-0.467758,0.000171,-0.000343,1.747891,16.92
-0.467758,0.000171,-0.000343,0.99061,15.25
-0.021133,0.000171,-0.000343,0.805907,11.87
0.276618,0.000171,-0.000343,0.621204,9.87
-0.467758,0.000171,-0.000343,-0.209958,7.75
-0.467758,0.000171,-0.000343,-0.228428,3.29
-0.269258,0.000171,-0.000343,-0.099137,10.63
0.028493,0.000171,-0.000343,0.418031,13.54
-0.343695,0.000171,-0.000343,1.267664,11.29
-0.418133,0.000171,-0.000343,0.676615,3.96
-0.467758,0.000171,-0.000343,0.048626,5.33
-0.120383,0.000171,-0.000343,0.000603,7.29
-0.120383,0.000171,-0.000343,0.000603,16.33
-0.219633,0.000171,-0.000343,0.000603,14.21
-0.418133,0.000171,-0.000343,1.286134,10.92
-0.170008,0.000171,-0.000343,0.935199,3.42
-0.170008,0.000171,-0.000343,1.341545,2.71
-0.39332,0.000171,-0.000343,0.196388,4.25
0.152555,0.000171,-0.000343,1.932594,6.42
0.028493,0.000171,-0.000343,0.824377,9.54
5.760187,0.000171,-0.000343,0.658145,12.71
-0.318883,0.000171,-0.000343,0.898258,13.04
-0.467758,0.000171,-0.000343,-0.505483,9.25
-0.467758,0.000171,-0.000343,1.00908,9.54
-0.467758,0.000171,-0.000343,0.713555,12.21
-0.467758,0.000171,-0.000343,1.729421,8.25
0.177368,0.000171,-0.000343,0.879788,4.21
5.809812,0.000171,-0.000343,-0.006785,5.96
-0.467758,0.000171,-0.000343,1.341545,4.29
2.26162,0.000171,-0.000343,1.230723,3.42
-0.467758,0.000171,-0.000343,-0.394661,5.37
-0.467758,0.000171,-0.000343,-0.874888,2.5
-0.442946,0.000171,-0.000343,0.916728,11.63
-0.467758,0.000171,-0.000343,1.304604,15.63
2.385683,0.000171,-0.000343,0.639674,8
-0.09557,0.000171,-0.000343,1.101431,4.67
0.574368,0.000171,-0.000343,0.713555,9.79
-0.09557,0.000171,-0.000343,1.766361,6.79
-0.442946,0.000171,-0.000343,0.695085,2.13
0.152555,0.000171,-0.000343,0.436501,0.42
-0.442946,0.000171,-0.000343,1.433896,4.96
-0.467758,0.000171,-0.000343,1.840242,10.71
-0.467758,0.000171,-0.000343,0.935199,11.79
-0.467758,0.000171,-0.000343,-0.209958,9.04
-0.467758,0.000171,-0.000343,-0.597834,4
-0.467758,0.000171,-0.000343,-0.745596,3
-0.467758,0.000171,-0.000343,1.119902,3.29
0.028493,0.000171,-0.000343,-0.006785,6.75
-0.467758,0.000171,-0.000343,-0.209958,10.08
-0.467758,0.000171,-0.000343,-0.35772,5.29
-0.39332,0.000171,-0.000343,-0.246899,4.96
-0.467758,0.000171,-0.000343,0.972139,5.33
-0.467758,0.000171,-0.000343,0.270269,9.21
-0.467758,0.000171,-0.000343,0.122507,10.46
-0.467758,0.000171,-0.000343,0.621204,11.87
-0.467758,0.000171,-0.000343,1.212253,8.96
-0.467758,0.000171,-0.000343,0.879788,7.87
-0.467758,0.000171,-0.000343,-0.801007,6.83
-0.467758,0.000171,-0.000343,-0.173018,7.17
-0.467758,0.000171,-0.000343,-0.413131,6.08
-0.145195,0.000171,-0.000343,1.360015,17
-0.418133,0.000171,-0.000343,1.119902,20
-0.467758,0.000171,-0.000343,-0.080666,15.12
-0.021133,0.000171,-0.000343,0.824377,21.62
1.641307,0.000171,-0.000343,0.307209,19.21
-0.467758,0.000171,-0.000343,0.732026,29.17
-0.467758,0.000171,-0.000343,-0.487012,12.04
-0.39332,0.000171,-0.000343,-1.207353,11.42
-0.467758,0.000171,-0.000343,-0.98571,6.04
-0.467758,0.000171,-0.000343,-0.690185,4.83
-0.145195,0.000171,-0.000343,-0.597834,16
0.921744,0.000171,-0.000343,0.196388,11.58
-0.120383,0.000171,-0.000343,-0.209958,9.59
-0.244445,0.000171,-0.000343,0.916728,9.38
-0.467758,0.000171,-0.000343,0.879788,6.96
0.10293,0.000171,-0.000343,0.510382,14.83
-0.29407,0.000171,-0.000343,-0.228428,6.75
0.921744,0.000171,-0.000343,0.307209,8.5
-0.467758,0.000171,-0.000343,-0.413131,11.63
2.311245,0.000171,-0.000343,-1.724521,11.34
12.484382,0.000171,-0.000343,-0.505483,27.58
5.884249,0.000171,-0.000343,-0.505483,25.33
4.271435,0.000171,-0.000343,0.233328,15.92
0.028493,0.000171,-0.000343,0.491912,9.75
1.76537,0.000171,-0.000343,0.104036,15.75
0.847306,0.000171,-0.000343,-0.523953,10.75
-0.467758,0.000171,-0.000343,-1.70605,10.67
0.971369,0.000171,-0.000343,-1.318175,20
6.47975,0.000171,-0.000343,-1.133472,7.46
1.269119,0.000171,-0.000343,0.104036,13.75
1.045806,0.000171,-0.000343,-1.318175,9.33
-0.442946,0.000171,-0.000343,-0.690185,16.33
0.251805,0.000171,-0.000343,-1.096531,9.5
-0.418133,0.000171,-0.000343,-0.690185,20.33
-0.467758,0.000171,-0.000343,-1.115002,19.38
0.648806,0.000171,-0.000343,-1.70605,9.96
0.177368,0.000171,-0.000343,-0.099137,19.25
-0.318883,0.000171,-0.000343,-0.35772,15.96
0.40068,0.000171,-0.000343,-1.207353,6.46
-0.045945,0.000171,-0.000343,-0.487012,15.63
-0.442946,0.000171,-0.000343,-0.708656,18.63
-0.021133,0.000171,-0.000343,-0.911829,11
1.814995,0.000171,-0.000343,-0.727126,13.46
0.822493,0.000171,-0.000343,0.418031,24
-0.219633,0.000171,-0.000343,-0.30231,14.29
0.574368,0.000171,-0.000343,-0.634774,11.54
2.757871,0.000171,-0.000343,-0.597834,8.92
-0.269258,0.000171,-0.000343,-0.099137,14.29
0.053305,0.000171,-0.000343,-1.00418,11.63
-0.467758,0.000171,-0.000343,0.861318,8.54
0.450305,0.000171,-0.000343,-0.782537,8.21
-0.269258,0.000171,-0.000343,-0.801007,17.92
-0.269258,0.000171,-0.000343,-0.117607,7.5
-0.467758,0.000171,-0.000343,-0.413131,11.71
-0.442946,0.000171,-0.000343,-1.521348,8.96
-0.442946,0.000171,-0.000343,-1.558288,9.42
0.599181,0.000171,-0.000343,-0.006785,9.38
-0.219633,0.000171,-0.000343,-0.099137,11.04
-0.070758,0.000171,-0.000343,0.177918,7.12
-0.467758,0.000171,-0.000343,-0.505483,7.38
-0.39332,0.000171,-0.000343,-1.927694,5.79
-0.39332,0.000171,-0.000343,-2.038515,6.38
-0.219633,0.000171,-0.000343,-0.948769,6.58
-0.120383,0.000171,-0.000343,-1.02265,12.5
-0.045945,0.000171,-0.000343,-0.487012,17.41
1.120244,0.000171,-0.000343,-0.099137,9.59
-0.269258,-0.910984,-0.457917,-0.136077,21.79
-0.318883,-0.953963,-0.412388,-0.394661,17.46
-0.244445,-1.319284,-1.186394,-0.837947,7.83
0.797681,-0.115873,-1.664457,-1.225823,15.46
0.226993,-0.115873,-0.070914,0.805907,12.83
-0.070758,-0.094383,0.338854,0.214858,10.96
-0.467758,-0.266299,0.566503,1.02755,10.5
-0.467758,-0.481194,0.13397,0.621204,12.5
0.10293,-0.846515,-0.025384,0.011685,13.37
6.430125,-1.276305,-0.412388,0.214858,19.21
-0.467758,-1.577158,-1.07257,-0.745596,19.55
-0.467758,-1.92099,-1.07257,-0.191488,16.46
-0.467758,-2.028437,-0.822156,-0.32078,12.29
-0.467758,-2.071416,-0.867686,-0.893358,10.83
-0.467758,-2.436737,-1.914871,-1.410526,6.29
0.40068,-2.458227,-1.914871,-0.708656,4.71
-0.021133,-2.071416,-1.709987,-1.262764,2.79
-0.467758,-2.157374,-1.459573,-0.579364,8.5
-0.467758,-2.200353,-1.596162,-0.819477,14.33
-0.467758,-2.221842,-1.550633,-0.505483,12.33
-0.467758,-1.878011,-1.186394,-0.505483,4.75
-0.39332,-1.770563,-1.07257,-0.505483,8.54
-0.343695,-1.577158,-0.708331,-0.505483,1.13
2.757871,-1.426731,-0.822156,-0.505483,8.08
2.981183,-1.0829,-0.275798,0.288739,20.46
1.368369,-0.996942,-0.116444,0.565793,19.08
2.46012,-0.22332,0.08844,0.732026,12.25
-0.418133,-0.008425,0.065675,0.584264,17.46
-0.219633,-0.072894,0.680328,1.082961,16.79
-0.467758,-0.481194,0.13397,0.177918,14.33
-0.442946,-0.889494,-1.618927,-1.115002,3.79
0.226993,-0.588641,-0.321328,-0.394661,13.75
-0.467758,-0.373746,-0.070914,0.251799,13.54
0.599181,0.099022,0.065675,-0.431601,10.96
-0.219633,0.013064,0.680328,1.101431,10.96
0.251805,-0.287789,0.543738,0.639674,19.33
-0.418133,0.142001,0.08844,-0.209958,10.63
1.715744,-0.803536,-0.070914,0.085566,8.04
0.748056,-0.953963,0.065675,0.602734,4.58
-0.070758,-1.297794,-0.344093,0.214858,6.13
-0.467758,-1.856521,-0.822156,0.011685,13.29
0.251805,-1.878011,-0.913215,-0.191488,11.42
-0.318883,-1.835032,-1.049805,0.000603,12.67
-0.418133,-1.92099,-1.07257,-0.246899,11.63
1.194681,-1.4912,-1.209159,-0.616304,12.42
3.700747,-1.641626,-1.322984,-0.653245,16.46
-0.467758,-1.577158,-0.913215,-0.394661,10.96
0.623993,-1.727584,-1.02704,-0.634774,13.7
3.750372,-1.362263,-0.98151,-0.653245,13.59
-0.070758,-0.330767,-0.617272,0.030155,10.04
-0.120383,-0.352257,-0.093679,0.381091,11.92
1.839807,-0.717578,-0.298563,-0.616304,8.71
1.368369,-0.953963,-0.184739,0.418031,13.59
-0.29407,-0.588641,-0.93598,-0.616304,17.79
0.251805,-0.115873,-1.07257,-1.02265,12
-0.09557,-0.115873,-0.093679,-0.33925,21.84
-0.318883,-0.416725,0.156735,0.233328,22.95
-0.442946,0.20647,-0.571742,-0.246899,23.63
0.00368,-0.588641,-0.093679,0.528853,14.79
0.20218,-0.24481,-0.412388,-0.30231,9.38
0.351055,0.142001,-0.230268,0.491912,13.92
-0.39332,-0.137362,-0.116444,-0.32078,10.46
-0.467758,-0.287789,-0.822156,-0.616304,9.71
-0.467758,0.099022,-0.298563,0.000603,10.29
-0.467758,-0.115873,0.407149,0.36262,12.17
-0.418133,-0.22332,0.407149,0.436501,16.04
-0.442946,-0.588641,-0.139209,-0.136077,9.04
-0.467758,-0.545662,-1.049805,-0.708656,16.13
-0.368508,-0.137362,-0.457917,0.000603,22.29
0.053305,-0.696089,-0.708331,-0.30231,20.62
-0.39332,-0.481194,-1.049805,-0.579364,11.25
-0.467758,0.120512,-0.116444,0.067096,11.21
-0.467758,-0.051404,-0.457917,-0.099137,8.63
-0.467758,-0.459704,-0.070914,0.418031,8.21
-0.467758,-0.481194,0.065675,0.621204,6.87
-0.021133,-0.266299,0.065675,0.528853,14.83
-0.467758,-0.051404,-1.596162,-1.428996,7.21
-0.467758,0.421365,-2.09699,-1.798402,5.25
-0.418133,-0.63162,-1.527868,-1.428996,8.87
-0.418133,-0.416725,0.065675,0.584264,9.96
-0.418133,-0.438215,-0.548977,-0.154547,13.17
-0.467758,-0.717578,-0.321328,0.399561,20.54
-0.145195,-1.06141,-1.368513,-0.745596,20.83
-0.045945,-0.760557,-1.983166,-1.318175,10.92
0.971369,-0.24481,-1.322984,0.000603,21.29
0.872118,-0.287789,-0.913215,-0.191488,28.62
-0.418133,-0.438215,-1.459573,-0.616304,14.54
-0.467758,-0.588641,-0.571742,-1.188883,10.92
-0.418133,-0.373746,-0.207503,-0.487012,13.59
2.06312,-0.373746,-0.070914,0.048626,12.08
3.874434,-0.545662,-0.640037,-0.173018,14.42
-0.467758,-0.545662,-1.709987,-1.04112,11.25
-0.467758,-0.717578,-1.892106,-2.112396,10.58
3.849622,-1.104389,-0.708331,-0.191488,21.25
0.946556,-0.65311,-0.571742,0.067096,17.37
-0.467758,-0.24481,-0.708331,0.067096,4.88
-0.467758,-0.481194,0.065675,0.621204,9.33
4.02331,-0.502683,0.1795,0.732026,11.42
1.020994,-0.158852,0.316089,0.824377,18.63
-0.145195,-0.094383,-0.070914,-0.394661,10.41
-0.418133,-0.674599,0.156735,0.233328,14.21
-0.467758,-1.190347,-0.161974,0.307209,17.71
-0.467758,-1.663116,-0.708331,0.048626,24.71
0.996181,-2.006948,-0.958745,-0.35772,21.79
4.246622,-1.770563,-1.095335,-0.468542,20.62
2.832308,-1.598647,-1.095335,-0.450072,10.41
-0.145195,-1.555668,-0.503447,0.159447,10.71
0.450305,-1.555668,-0.503447,0.067096,16.66
1.988682,-1.340773,-0.480682,0.104036,11.71
-0.418133,-0.115873,-1.368513,-1.00418,11.96
1.542057,0.034554,-1.186394,-1.04112,7.87
-0.269258,1.02307,0.361619,0.842847,15.29
0.822493,0.485833,0.543738,0.824377,12.96
-0.418133,0.335407,-0.184739,-0.080666,11.08
-0.467758,0.421365,-0.230268,-0.191488,9.21
-0.442946,-0.094383,0.725858,0.639674,13.75
-0.442946,0.18498,0.794152,0.732026,20.88
-0.467758,0.18498,0.065675,0.122507,13.54
-0.467758,1.02307,0.839682,0.732026,13.29
-0.467758,1.194986,-0.594507,-0.616304,4.75
-0.467758,0.000171,-0.000343,0.000603,4.54
-0.343695,0.000171,-0.000343,0.000603,1.96
-0.418133,0.000171,-0.000343,0.000603,7.38
-0.244445,0.000171,-0.000343,0.000603,15.34
0.152555,0.000171,-0.000343,0.000603,11.34
-0.19482,0.000171,-0.000343,0.000603,16
0.623993,0.000171,-0.000343,0.000603,9.38
-0.39332,0.000171,-0.000343,0.000603,5.96
-0.467758,0.000171,-0.000343,0.000603,12.62
-0.19482,0.000171,-0.000343,0.000603,10.5
0.152555,0.000171,-0.000343,0.000603,6.34
-0.467758,0.000171,-0.000343,0.000603,5.79
-0.343695,0.000171,-0.000343,0.000603,11.54
0.847306,0.000171,-0.000343,0.000603,11.79
-0.467758,0.000171,-0.000343,0.000603,6.25
0.971369,0.000171,-0.000343,0.000603,6.75
-0.418133,0.000171,-0.000343,0.000603,9.87
-0.418133,0.000171,-0.000343,0.000603,9.17
-0.09557,0.000171,-0.000343,0.000603,12
-0.269258,0.000171,-0.000343,0.000603,9.25
-0.318883,0.000171,-0.000343,0.000603,15.96
0.549556,0.000171,-0.000343,0.000603,24.41
-0.318883,0.000171,-0.000343,0.000603,15.04
0.524743,0.000171,-0.000343,0.000603,10.75
-0.467758,0.000171,-0.000343,0.000603,14.96
-0.467758,0.000171,-0.000343,0.000603,11.38
